sourceDOI,reusedDOI,type,comment,sourceReference,alternativeID,sourceReferenceDetail,contributor
"10.1145/3377811.3380327","10.1007/978-3-319-10602-1_48","Dataset","","57","","","afonsohfontes"
"10.1145/3377811.3380327","","Methodology","","68","https://dl.acm.org/doi/10.5555/3295222.3295349","","afonsohfontes"
"10.1145/3377811.3380327","10.1109/CVPR.2016.90","Methodology","","46","","","afonsohfontes"
"10.1145/3377811.3380327","10.3115/1073083.1073135","Metric","","62","","","afonsohfontes"
"10.1145/3377811.3380327","","Metric","","26","https://dl.acm.org/doi/10.5555/1626355.1626389","","afonsohfontes"
"10.1145/3377811.3380327","10.3115/1073445.1073465","Metric","","56","","","afonsohfontes"
"10.1145/3377811.3380327","10.1109/CVPR.2015.7299087","Metric","","69","","","afonsohfontes"
"10.1145/3377811.3380327","10.1093/ije/dyq191","Statistics","","67","","","afonsohfontes"
"10.1145/3377811.3380327","10.1109/CVPR.2015.7298935","Stepping stone","","70","","","afonsohfontes"
"10.1145/3377811.3380327","10.1109/CVPR.2018.00583","Stepping stone","","22","","","afonsohfontes"
"10.1145/3377811.3380327","10.1145/3180155.3180240","Tool","","32","","","afonsohfontes"
"10.1145/3377811.3380350","10.1145/263699.263717","Methodology","","27","","","afonsohfontes"
"10.1145/3377811.3380350","","Stepping stone","","45","https://dl.acm.org/doi/abs/10.5555/3291168.3291172","","afonsohfontes"
"10.1145/3377811.3380350","","Tool","","12","https://dl.acm.org/doi/10.5555/1247360.1247401","","afonsohfontes"
"10.1145/3377811.3380350","","Tool","","41","https://dl.acm.org/doi/10.5555/3154601.3154607","","afonsohfontes"
"10.1145/3377811.3380351","10.1145/3196398.3196448","Tool","","19","","","afonsohfontes"
"10.1145/3377811.3380381","10.1145/3196478.3196484","Dataset","","14","","","afonsohfontes"
"10.1145/3377811.3380381","10.1145/2993412.3004853","Metric","","47","","","afonsohfontes"
"10.1145/3377811.3380381","10.1145/3180155.3180231","Stepping stone","","13","","","afonsohfontes"
"10.1145/3377811.3380387","10.1109/ICSE.2013.6606613","Methodology","","46","","","afonsohfontes"
"10.1145/3377811.3380387","10.1177/1077800414545235","Methodology","","21","","","afonsohfontes"
"10.1145/3377811.3380387","10.1046/j.1365-2648.1997.t01-25-00999.x","Methodology","","26","","","afonsohfontes"
"10.1145/3377811.3380387","10.1111/j.2044-8295.2012.02104.x","Methodology","","22","","","afonsohfontes"
"10.1145/3377811.3380387","10.1177/0049124113500475","Methodology","","18","","","afonsohfontes"
"10.1145/3377811.3380389","10.1145/3065386","Methodology","","19","","","afonsohfontes"
"10.1145/3377811.3380389","","Methodology","","20","https://dl.acm.org/doi/10.5555/3045118.3045130","","afonsohfontes"
"10.1145/3377811.3380389","10.1109/TPAMI.2018.2868685","Methodology","","68","","","afonsohfontes"
"10.1145/3377811.3380389","10.1145/2884781.2884804","Methodology","","16","","","afonsohfontes"
"10.1145/3377811.3380389","","Metric","","69","https://dl.acm.org/doi/10.5555/2999134.2999269","","afonsohfontes"
"10.1145/3377811.3380389","","Sanity check","","74","https://www.semanticscholar.org/paper/An-Overview-of-Convolutional-Neural-Network-for-Murphy/64db333bb1b830f937b47d786921af4a6c2b3233","","afonsohfontes"
"10.1145/3377811.3380389","10.1145/2884781.2884804","Stepping stone","","16","","","afonsohfontes"
"10.1145/3377811.3380389","10.1109/TSE.2018.2877612","Stepping stone","","75","","","afonsohfontes"
"10.1145/3377811.3380389","10.1109/QRS.2017.42","Stepping stone","","17","","","afonsohfontes"
"10.1145/3377811.3380389","10.1109/ICSE.2013.6606584","Stepping stone","","45","","","afonsohfontes"
"10.1145/3377811.3380404","10.1109/ICSME.2014.88","Methodology","","10","","","afonsohfontes"
"10.1145/3377811.3380404","10.1145/3210459.3210466","Methodology","","37","","","afonsohfontes"
"10.1145/3377811.3380404","10.1109/ICSE.2019.00122","Methodology","","1","","","afonsohfontes"
"10.1145/3377811.3380404","10.1145/3196321.3196333","Methodology","","9","","","afonsohfontes"
"10.1145/3377811.3380408","10.1109/MSR.2013.6624034","Dataset","","20","","","afonsohfontes"
"10.1145/3377811.3380408","10.1145/2858965.2814300","Methodology","","47","","","afonsohfontes"
"10.1145/3377811.3380417","10.1145/2666356.2594299","Stepping stone","","29","","","afonsohfontes"
"10.1145/3377811.3380417","10.1109/ICSE.2015.48","Stepping stone","","54","","","afonsohfontes"
"10.1145/3377811.3380417","","Tool","","52","https://dl.acm.org/doi/10.5555/2831143.2831205","","afonsohfontes"
"10.1145/3377811.3380436","10.1145/1401890.1401960","Methodology","","61","","","afonsohfontes"
"10.1145/3377811.3380436","10.1145/2950290.2950361","Methodology","","50","","","afonsohfontes"
"10.1145/3377811.3380436","10.1145/290941.291025","Methodology","","30","","","afonsohfontes"
"10.1145/3377811.3380402","10.1145/2931037.2931054","Stepping stone","sapienz","36","","482","anjiperera"
"10.1145/3377811.3380402","10.1145/3106237.3106298","Stepping stone","stoat","40","","482","anjiperera"
"10.1145/3377811.3380402","","Tool","monkey","3","https://developer.android.com/studio/test/monkey","482","anjiperera"
"10.1145/3377811.3380402","10.1145/2950290.2983958","Dataset","AndroTest benchmark","23","","482","anjiperera"
"10.1145/3377811.3380402","","Tool","Emma coverage tool","9","http://emma.sourceforge.net/","483","anjiperera"
"10.1145/3377811.3380402","","Tool","Ella coverage tool","8","https://github.com/saswatanand/ella","483","anjiperera"
"10.1145/3377811.3380402","","Tool","pyvbox","11","https://pypi.org/project/pyvbox/","485","anjiperera"
"10.1145/3377811.3380402","","Tool","Android UI automater","10","https://developer.android.com/training/testing/ui-automator","485","anjiperera"
"10.1145/3377811.3380402","","Tool","ADB","5","https://developer.android.com/studio/command-line/adb","485","anjiperera"
"10.1145/3377811.3380402","","Stepping stone","monkey, random event sequence generator","3","https://developer.android.com/studio/test/monkey","486","anjiperera"
"10.1145/3377811.3380402","10.1145/3238147.3240465","Dataset","IndustrialApps","42","","486","anjiperera"
"10.1145/3377811.3380402","10.1145/3106237.3106298","Methodology","identify a unique crash from error stack","40","","486","anjiperera"
"10.1145/3377811.3380364","","Tool","HoneyBadger","41","https://dl.acm.org/doi/10.5555/3361338.3361449","531","anjiperera"
"10.1145/3377811.3380364","10.1145/3274694.3274743","Tool","Maian","32","","531","anjiperera"
"10.1145/3377811.3380364","10.1109/ASE.2019.00133","Tool","Manticore","30","","532","anjiperera"
"10.1145/3377811.3380364","","Tool","Mythril","31","Bernhard Mueller. 2018. Smashing ethereum smart contracts for fun and real profit. In 9th Annual HITB Security Conference (HITBSecConf). HITB, Amsterdam, Netherlands, 54","532","anjiperera"
"10.1145/3377811.3380364","10.1145/3274694.3274737","Tool","Osiris","40","","532","anjiperera"
"10.1145/3377811.3380364","10.1145/2976749.2978309","Tool","Oyente","27","","532","anjiperera"
"10.1145/3377811.3380364","10.1145/3243734.3243780","Tool","Securify","42","","532","anjiperera"
"10.1145/3377811.3380364","10.1109/WETSEB.2019.00008","Tool","Slither","16","","532","anjiperera"
"10.1145/3377811.3380364","10.1145/3194113.3194115","Tool","Smartcheck","39","","532","anjiperera"
"10.1145/3377811.3380364","","Dataset","BigQuery","29","https://cloud.google.com/blog/products/data-analytics/ethereum-bigquery-public-dataset-smart-contract-analytics","533","anjiperera"
"10.1145/3377811.3380413","10.1145/2889160.2889229","Tool","Servo","3","","250","anjiperera"
"10.1145/3377811.3380415","","Methodology","optimisation problem for training a DNN","21","arxiv:1706.06083","1150","anjiperera"
"10.1145/3377811.3380415","","Tool","models for GTSRB, FM, SVHN, IMDB datasets","28","arxiv:1409.1556","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for GTSRB dataset","38","https://github.com/chsasank/Traffic-Sign-Classification.keras","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for GTSRB dataset","39","https://github.com/xitizzz/Traffic-Sign-Recognition-using-Deep-Neural-Network","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for FM dataset","36","https://github.com/umbertogriffo/Fashion-mnist-cnn-keras","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for FM dataset","37","https://github.com/markjay4k/Fashion-MNIST-with-Keras","1152","anjiperera"
"10.1145/3377811.3380415","10.5244/C.30.87","Tool","models for CIFAR-10","44","","1152","anjiperera"
"10.1145/3377811.3380415","10.1109/CVPR.2016.90","Tool","models for CIFAR-10","13","","1152","anjiperera"
"10.1145/3377811.3380415","10.1145/3180155.3180220","Tool","models for CIFAR-10","30","","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for SVHN","34","https://github.com/yh1008/deepLearning","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","models for IMDB","35","https://github.com/abars/YoloKerasFaceDetection","1152","anjiperera"
"10.1145/3377811.3380415","","Methodology","restrict the space of allowed perturbations","8","http://proceedings.mlr.press/v97/engstrom19a.html","1152","anjiperera"
"10.1145/3377811.3380415","","Tool","Keras","","https://keras.io/","1153","anjiperera"
"10.1145/3377811.3380415","","Stepping stone","W-10","8","arxiv:1712.02779","1153","anjiperera"
"10.1145/3377811.3380415","","Stepping stone","mixup","46","arxiv:1710.09412","1154","anjiperera"
"10.1145/3377811.3380415","10.1145/3361566","Methodology","neuron-coverage","24","","1156","anjiperera"
"10.1145/3377811.3380391","","Dataset","MNIST","45","http://yann.lecun.com/exdb/mnist/","703","anjiperera"
"10.1145/3377811.3380391","","Dataset","CIFAR-10, link in paper is broken","1","https://keras.io/api/datasets/cifar10/","703","anjiperera"
"10.1145/3377811.3380391","","Dataset","Udacity","2","https://github.com/udacity/self-driving-car","703","anjiperera"
"10.1145/3377811.3380391","","Tool","Dave-2","13","arxiv:1604.07316","703","anjiperera"
"10.1145/3377811.3380391","","Tool","LeNet","45","http://yann.lecun.com/exdb/mnist/","703","anjiperera"
"10.1145/3377811.3380391","","Tool","CIFAR-10, link in paper is broken","1","https://keras.io/zh/examples/cifar10_cnn_tfaugment2d/","703","anjiperera"
"10.1145/3377811.3380391","10.1371/journal.pone.0130140","Methodology","layer-wise relevance propogation","11","","705, 708","anjiperera"
"10.1145/3377811.3380391","10.1016/j.patcog.2016.11.008","Methodology","footnote 1","54","","705","anjiperera"
"10.1145/3377811.3380391","","Tool","keras","21","https://keras.io/","707","anjiperera"
"10.1145/3377811.3380391","","Tool","Tensorflow","6","https://dl.acm.org/doi/10.5555/3026877.3026899","707","anjiperera"
"10.1145/3377811.3380391","10.1145/3128572.3140444","Stepping stone","","18","","707","anjiperera"
"10.1145/3377811.3380391","","Stepping stone","","29","arxiv:1412.6572","707","anjiperera"
"10.1145/3377811.3380391","","Stepping stone","","44","arxiv:1607.02533","707","anjiperera"
"10.1145/3377811.3380391","10.1109/EuroSP.2016.36","Stepping stone","","57","","707","anjiperera"
"10.1145/3377811.3380391","10.1145/3361566","Stepping stone","neuron coverage","58","","707","anjiperera"
"10.1145/3377811.3380391","10.1145/3238147.3238202","Stepping stone","k-multisection neuron coverage","50","","707","anjiperera"
"10.1145/3377811.3380391","10.1109/ICSE.2019.00108","Stepping stone","surprise adequacy","43","","707","anjiperera"
"10.1145/3377811.3380391","","Methodology","FGSM","29","arxiv:1412.6572","708","anjiperera"
"10.1145/3377811.3380391","","Methodology","BIM","44","arxiv:1607.02533","708","anjiperera"
"10.1145/3377811.3380391","10.1109/EuroSP.2016.36","Methodology","JSMA","57","","708","anjiperera"
"10.1145/3377811.3380391","10.1109/SP.2017.49","Methodology","C&W","19","","708","anjiperera"
"10.1145/3377811.3380391","","Tool","Cleverhans","56","arxiv:1610.00768","708","anjiperera"
"10.1145/3377811.3380374","10.1109/ICSE.2015.334","Methodology","","42","","668","anjiperera"
"10.1145/3377811.3380374","10.1002/smr.1673","Methodology","","19","","668","anjiperera"
"10.1145/3377811.3380374","10.1016/0005-7916(94)90063-9","Methodology","SAM","2","","669","anjiperera"
"10.1145/3377811.3380374","10.1109/ACII.2017.8273589","Methodology","","15","","669","anjiperera"
"10.1145/3377811.3380374","10.1109/T-AFFC.2011.15","Dataset","DEAP","29","","669","anjiperera"
"10.1145/3377811.3380374","","Tool","lme4","footnote 6","https://cran.r-project.org/web/packages/lme4/index.html","670","anjiperera"
"10.1145/3377811.3380374","10.1109/TBME.2015.2474131","Methodology","cvxEDA algorithm","20","","672","anjiperera"
"10.1145/3377811.3380374","","Tool","caret R package","31","http://topepo.github.io/caret/index.html","673","anjiperera"
"10.1145/3377811.3380428","","Tool","KLEE","17","https://dl.acm.org/doi/10.5555/1855741.1855756","1236","anjiperera"
"10.1145/3377811.3380428","","Tool","LLVM","48","10.1109/CGO.2004.1281665","1236","anjiperera"
"10.1145/3377811.3380428","10.1145/3314221.3314647","Stepping stone","","78","","1243","anjiperera"
"10.1145/3377811.3380339","","Tool","BERT","19","arxiv:1810.04805","964","anjiperera"
"10.1145/3377811.3380339","","Methodology","shift-reduce constituency parser","99","https://aclanthology.org/P13-1043/","965","anjiperera"
"10.1145/3377811.3380339","","Tool","CoreNLP library","31","https://stanfordnlp.github.io/CoreNLP/","965","anjiperera"
"10.1145/3377811.3380339","","Dataset","CWMT corpus","16","http://nlp.nju.edu.cn/cwmt-wmt/","969","anjiperera"
"10.1145/3377811.3380339","","Tool","global attention","51","arxiv:1508.04025","969","anjiperera"
"10.1145/3377811.3380339","","Tool","Adam optimiser","40","arxiv:1412.6980","970","anjiperera"
"10.1145/3377811.3380339","10.3115/1073083.1073135","Metric","BLEU score","67","","970","anjiperera"
"10.1145/3377811.3380339","","Dataset","WMT","85","http://statmt.org/wmt17/translation-task.html","970","anjiperera"
"10.1145/3377811.3380437","10.1109/ESEM.2017.23","Tool","HW17","[23]","","14","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.62","Dataset","TravisTorrent","[3]","","16","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.30","Metric","Filtering Criteria for toy projects","[27]","","16","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.26","Metric","Filtering Criteria for toy projects","[43]","","16","asslisa"
"10.1145/3377811.3380437","10.4103/2229-5186.79345","Statistics","LOD","[60]","","16","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.30","Metric","Correlated Features with all build failures","[27]","","16","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.54","Metric","Correlated Features with all build failures","[47]","","16","asslisa"
"10.1145/3377811.3380437","","Methodology","cold-start problem","[71]","https://en.wikipedia.org/w/index.php?title=Cold_start_(computing)&oldid=883021431","17","asslisa"
"10.1145/3377811.3380437","10.1109/ESEM.2017.23","Metric","Correlated features with all failures ","[23]","","18","asslisa"
"10.1145/3377811.3380437","10.1109/ESEM.2017.23","Methodology","Build-prediction techniques","[23] ","","18","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.26","Methodology","Build-prediction techniques","[43]","","18","asslisa"
"10.1145/3377811.3380437","10.1109/MSR.2017.26","Methodology","Build-prediction techniques","[73]","","18","asslisa"
"10.1145/3377811.3380377","10.1109/TSE.2012.14","Tool","EvoSuite","[26]","","91","asslisa"
"10.1145/3377811.3380377","","Tool","PEACH ","","https://github.com/MozillaSecurity/peach","91","asslisa"
"10.1145/3377811.3380377","","Tool","FUZZER","","https://github.com/mapbox/fuzzer ","91","asslisa"
"10.1145/3377811.3380377","","Tool","InTrace","[36]","https://mchr3k.github.io/org.intrace/","92","asslisa"
"10.1145/3377811.3380377","10.1145/2610384.2628055","Dataset","Defects4J benchmark","[45]","","94","asslisa"
"10.1145/3377811.3380342","10.1109/MSR.2013.6624029","Dataset","The Java Corpus","[6]","","1083","asslisa"
"10.1145/3377811.3380342","10.1145/3106237.3106290","Dataset","The Java Corpus","[41]","https://doi.org/10.7488/ds/1690","1083","asslisa"
"10.1145/3377811.3380342","","Dataset","The C Corpus","[29]","https://doi.org/10.5281/zenodo.3628775","1083","asslisa"
"10.1145/3377811.3380342","","Dataset","The Python Corpus","[31]","https://doi.org/10.5281/zenodo.3628784","1083","asslisa"
